zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,latitude,longitude
48038,19853,55567,19.3,21.3,2088,42.606198,-82.937473
48039,3181,50027,19.9,16.6,334,42.692907,-82.546478
48040,4191,61439,20.4,23.1,462,42.910313,-82.480603
48041,1708,60612,18.4,27.2,108,42.937257,-82.809536
48042,10115,91393,6.8,40.3,926,42.683619,-82.909486
48043,6785,39537,35.6,12.1,2480,42.598055,-82.881506
48044,18863,97735,8.7,42.3,1258,42.650226,-82.928905
48045,11403,58416,19.6,19.7,790,42.587101,-82.817239
48047,15646,73327,13.2,30.5,1156,42.673906,-82.774086
48048,2545,58339,23.8,21.0,200,42.745698,-82.795878
48049,2156,57076,17.0,22.6,94,43.040458,-82.57104
48050,647,76771,8.1,32.3,80,42.787537,-82.799467
48051,6150,67477,18.4,28.8,992,42.693637,-82.821002
48054,2913,66699,18.6,30.5,248,42.770358,-82.528976
48059,5966,54757,19.3,21.5,786,43.087276,-82.49449
48060,16393,40061,31.9,10.4,3752,42.980388,-82.461015
48062,3415,65094,17.7,24.5,442,42.852495,-82.796471
48063,1498,60294,16.3,22.3,106,42.859332,-82.683111
48064,1483,60853,15.2,22.1,140,42.764617,-82.666777
48065,4139,75208,12.6,33.5,608,42.845354,-83.039398
48066,19622,43273,26.4,10.9,2110,42.507586,-82.936582
48067,12370,78412,12.7,28.8,3500,42.490558,-83.137524
48069,1058,102287,7.9,36.5,108,42.471345,-83.144124
48070,2447,125873,6.0,43.1,236,42.481899,-83.168088
48071,12868,46687,27.4,13.4,2338,42.507262,-83.103371
48072,6504,77772,11.6,31.2,794,42.497902,-83.185859
48073,16196,70350,15.3,28.5,1440,42.519211,-83.164367
48074,3493,57070,20.3,21.3,318,42.950223,-82.561555
48075,9176,55371,22.6,19.8,2902,42.462064,-83.230397
48076,9832,65344,15.7,29.1,4240,42.497509,-83.230864
48079,4920,67870,15.3,23.5,530,42.858849,-82.548404
48080,10617,53960,19.3,15.8,1320,42.464424,-82.896175
48081,8911,59767,16.2,21.9,818,42.494669,-82.895039
48082,7224,56477,16.1,16.6,472,42.528022,-82.887195
48083,9234,71624,20.2,27.7,10560,42.557018,-83.116855
48084,6613,85726,9.6,33.1,3766,42.560633,-83.175701
48085,8550,107152,6.4,43.5,984,42.604032,-83.122111
48088,9063,59117,17.0,19.0,604,42.515645,-82.982991
48089,12041,35926,33.9,7.8,1514,42.468096,-82.993857
48091,11947,34493,34.6,9.6,1248,42.468164,-83.057995
48092,10428,52755,17.7,17.7,3036,42.513593,-83.058954
48093,9957,49692,20.9,17.1,1174,42.51589,-83.016483
48094,7230,87612,9.8,33.9,588,42.733832,-83.048732
48095,1983,101056,7.5,42.1,346,42.778744,-83.048072
48096,1603,63944,13.2,27.5,194,42.762151,-82.92047
48097,2023,49732,21.9,14.9,188,43.121947,-82.827417
48098,7123,116924,8.4,37.9,1372,42.598433,-83.17845
48101,10928,69134,14.2,25.2,1144,42.259473,-83.21039
48103,23323,87213,12.4,30.7,5904,42.26135,-83.846458
48104,15925,56881,25.7,20.1,6572,42.263489,-83.715124
48105,14651,66889,22.6,27.5,2576,42.327634,-83.696444
48108,10961,62423,17.9,23.8,2294,42.221695,-83.732282
48109,0,-,0,0,104,42.289187,-83.70878
48111,16465,56662,17.9,21.4,2612,42.177312,-83.488444
48114,7688,92477,9.2,36.3,1030,42.571759,-83.749604
48116,11123,82198,10.6,31.8,2404,42.503671,-83.78106
48117,3715,60346,16.8,24.2,260,42.050259,-83.410188
48118,4999,78487,8.9,32.3,656,42.312205,-84.0341
48120,2239,38750,30.3,14.9,1004,42.306327,-83.176211
48122,3769,39056,30.0,7.7,342,42.278607,-83.182255
48124,11987,66198,16.1,25.5,3576,42.298036,-83.24761
48125,7663,47891,25.2,14.2,478,42.277334,-83.264832
48126,12703,31976,40.4,9.9,3498,42.32579,-83.183213
48127,12820,47743,26.1,16.2,1888,42.335793,-83.283296
48128,3885,82737,13.1,32.6,382,42.320411,-83.259969
48130,5494,101768,8.8,38.8,684,42.364141,-83.90936
48131,2978,56299,18.2,22.3,302,41.966485,-83.669419
48133,2259,54856,16.4,18.6,150,41.782381,-83.486028
48134,7949,68373,15.5,27.4,518,42.106695,-83.296148
48135,10511,54667,19.4,17.7,1788,42.324384,-83.341214
48137,1939,67875,14.6,26.5,116,42.471975,-84.074565
48138,4088,100278,8.7,37.1,298,42.133978,-83.153921
48139,92,44844,0,32.5,90,42.452452,-83.80605
48140,1235,81348,6.9,33.6,96,41.882184,-83.580507
48141,9348,32379,40.9,6.6,410,42.293945,-83.320298
48143,0,-,0,0,36,42.459978,-83.851969
48144,3903,68026,17.3,29.6,358,41.752485,-83.6287
48145,1284,70417,7.5,26.2,64,41.844247,-83.45997
48146,14408,42119,29.4,9.8,982,42.243291,-83.181258
48150,10297,71901,10.9,26.7,6312,42.371604,-83.376788
48152,12466,71717,13.8,28.5,4880,42.424935,-83.374264
48154,14423,79134,11.0,32.2,1476,42.397183,-83.372319
48157,624,48000,27.0,23.5,26,41.814628,-83.438204
48158,2961,72645,13.9,29.3,260,42.155701,-84.029242
48159,904,69286,12.8,29.3,104,42.019159,-83.547956
48160,4277,69564,11.3,28.7,380,42.07823,-83.675071
48161,10529,49627,27.2,16.4,1054,41.907183,-83.472489
48162,11259,52747,22.0,17.4,1046,41.960425,-83.429323
48164,2965,91788,4.0,39.5,266,42.124571,-83.386866
48165,2767,79350,11.5,34.4,408,42.501565,-83.616922
48166,4143,59983,18.0,28.1,160,41.982805,-83.294714
48167,8995,90818,13.2,31.8,1328,42.432426,-83.52436
48168,8022,133040,6.2,36.6,1200,42.405262,-83.540498
48169,8251,78654,10.7,31.5,592,42.461925,-83.947382
48170,16479,79773,11.6,28.0,3100,42.367689,-83.534306
48173,4708,72702,11.1,30.9,272,42.073679,-83.212774
48174,11559,47169,26.2,13.8,1604,42.234298,-83.394324
48176,8163,97486,10.4,34.2,1968,42.136836,-83.82925
48177,71,-,35.2,59.0,6,41.803955,-83.580926
48178,12475,86467,12.6,34.8,1146,42.443769,-83.656913
48179,1402,78710,11.1,33.3,54,42.035095,-83.255444
48180,23666,44435,27.7,11.7,2822,42.225283,-83.267691
48182,8446,67666,14.6,26.1,500,41.789858,-83.583849
48183,17378,61479,18.0,23.1,1638,42.131459,-83.217792
48184,6622,42055,30.9,12.6,712,42.274479,-83.395623
48185,21584,45558,22.9,14.6,1892,42.333901,-83.384209
48186,13512,47362,24.8,14.0,664,42.293764,-83.370739
48187,17930,81367,11.0,31.7,2066,42.325573,-83.483576
48188,14637,93185,8.2,35.5,1036,42.283885,-83.481976
48189,5586,61109,17.8,23.9,484,42.412336,-83.782854
48190,49,145050,0,106.2,2,42.131536,-83.593807
48191,1387,68887,7.8,24.2,76,42.121147,-83.565682
48192,11113,54709,21.5,19.3,1080,42.208455,-83.161498
48193,6194,56057,20.6,20.5,436,42.173282,-83.209837
48195,12650,51808,22.4,15.7,1128,42.204694,-83.205857
48197,25435,53160,22.9,20.5,1890,42.194034,-83.639984
48198,16021,43901,28.8,13.8,806,42.275075,-83.58634
48201,8167,14909,65.5,5.6,1792,42.34702,-83.060185
48202,7570,22522,53.0,9.2,878,42.374786,-83.077718
48203,9814,20505,57.8,5.5,1520,42.420736,-83.104338
48204,9420,23896,51.9,4.3,394,42.365812,-83.142935
48205,12916,33540,35.0,3.3,562,42.433156,-82.981142
48206,6380,22490,52.3,5.5,192,42.375123,-83.107897
48207,11453,26380,48.0,7.3,2160,42.34968,-83.01872
48208,3965,21677,53.7,7.6,282,42.348492,-83.091939
48209,10125,27811,47.2,4.6,1556,42.306083,-83.117655
48210,9011,28939,40.7,3.3,536,42.336218,-83.12833
48211,2199,21719,56.2,2.1,296,42.381339,-83.045704
48212,10952,25144,49.7,5.4,1026,42.409721,-83.056394
48213,8282,21549,55.6,4.3,412,42.397931,-82.995213
48214,9849,26223,48.4,8.2,392,42.365116,-82.987644
48215,4855,21771,54.3,7.1,274,42.375051,-82.954346
48216,2371,25391,49.3,9.9,452,42.326521,-83.078789
48217,2810,24301,50.9,6.3,174,42.277651,-83.155078
48218,2821,29671,44.1,6.5,164,42.272709,-83.126672
48219,19038,31850,42.2,8.1,814,42.425328,-83.251428
48220,11002,56871,21.1,18.7,1348,42.458061,-83.135185
48221,14866,40518,33.2,12.0,604,42.427,-83.148609
48223,9398,33209,39.5,10.9,418,42.393453,-83.246327
48224,14399,32371,40.2,8.5,552,42.410693,-82.941265
48225,5389,45856,24.4,12.6,514,42.439007,-82.929493
48226,3795,47894,31.6,16.1,20340,42.331754,-83.050059
48227,15180,29971,44.6,5.6,740,42.387248,-83.192594
48228,18744,25028,50.0,5.2,1112,42.355455,-83.217014
48229,3696,23556,52.2,6.5,164,42.250559,-83.142867
48230,6450,99668,10.0,29.2,734,42.382395,-82.921842
48233,0,-,0,0,144,42.323697,-83.061662
48234,12530,25506,49.2,4.8,756,42.431198,-83.039501
48235,17293,30030,43.0,6.3,706,42.427058,-83.194803
48236,11168,103302,10.3,35.0,1596,42.425373,-82.893194
48237,11601,51498,23.8,13.0,1250,42.464968,-83.182365
48238,10601,23862,51.7,5.0,540,42.396286,-83.141354
48239,13459,52385,21.6,16.8,1142,42.377193,-83.282895
48240,6819,47487,22.8,11.4,508,42.42446,-83.3013
48242,0,-,0,0,170,42.221732,-83.354157
48243,0,-,0,0,834,42.329975,-83.039506
48301,5512,139673,5.4,35.0,760,42.5424,-83.282168
48302,6265,125132,7.5,31.3,1422,42.585108,-83.293467
48304,6379,115313,8.6,32.0,2736,42.58894,-83.233229
48306,9706,140372,5.1,38.9,670,42.724326,-83.147312
48307,17709,73469,13.8,26.7,5496,42.659316,-83.122679
48309,10925,91947,10.6,34.8,1702,42.657213,-83.186577
48310,14892,57705,17.7,22.1,1830,42.563435,-83.068397
48312,13455,59267,16.7,22.3,3068,42.558228,-83.008926
48313,13172,65423,17.7,23.8,1404,42.600984,-83.003301
48314,8319,66695,16.7,24.4,1356,42.612074,-83.053489
48315,10565,72442,12.7,27.8,2014,42.671835,-82.997399
48316,10633,76953,10.8,30.6,1096,42.690184,-83.057237
48317,11574,57606,16.6,21.2,3060,42.644845,-83.051975
48320,2286,50862,19.4,17.3,414,42.611935,-83.338092
48322,12434,85855,11.7,29.8,3856,42.537824,-83.384526
48323,6611,114155,6.2,33.9,718,42.570804,-83.377909
48324,6400,108722,8.1,35.6,972,42.595022,-83.39123
48326,9351,58913,18.3,19.2,4628,42.688246,-83.244075
48327,9347,53985,21.2,21.5,918,42.6383,-83.410667
48328,11159,52370,19.4,16.4,1188,42.65016,-83.363182
48329,9859,70537,12.3,24.7,1956,42.687016,-83.388622
48331,8387,103177,8.7,37.6,1228,42.502486,-83.408936
48334,8119,74935,17.3,28.7,5400,42.504694,-83.349204
48335,10642,71134,12.7,27.3,1388,42.462863,-83.405029
48336,11106,58551,19.2,23.7,3272,42.463144,-83.347268
48340,9842,33292,38.2,7.5,552,42.672146,-83.287904
48341,6593,35818,34.4,10.2,1352,42.626921,-83.297371
48342,6890,25989,49.2,4.8,600,42.642264,-83.273415
48346,9062,74958,11.3,28.0,2548,42.717882,-83.428703
48348,8554,105249,9.3,39.6,694,42.768579,-83.404438
48350,2750,79355,9.1,32.9,208,42.739418,-83.531044
48353,2511,80162,10.4,34.0,332,42.646151,-83.714412
48356,3322,77022,12.5,30.0,304,42.654414,-83.592905
48357,3190,79683,11.9,30.3,420,42.658574,-83.646557
48359,3518,79358,16.4,31.4,530,42.720766,-83.275499
48360,4253,104389,6.9,44.5,424,42.747357,-83.261001
48362,5871,87487,10.5,33.3,1284,42.782351,-83.269423
48363,2000,123984,10.6,38.3,162,42.772483,-83.162499
48367,1728,81838,9.2,35.5,288,42.836232,-83.136902
48370,690,98235,3.6,39.3,62,42.842876,-83.200365
48371,8918,80017,12.1,32.8,942,42.84097,-83.291531
48374,4934,138068,5.9,39.9,596,42.473226,-83.522863
48375,8549,89939,7.5,35.0,4324,42.464141,-83.463958
48377,7516,61627,16.4,24.4,1378,42.505368,-83.473579
48380,2521,94529,9.4,36.9,288,42.582994,-83.666836
48381,5432,72293,13.9,31.2,866,42.558412,-83.591793
48382,8193,100026,8.1,37.9,914,42.592395,-83.506365
48383,4848,86333,8.0,35.1,382,42.65561,-83.525824
48386,6896,77545,11.4,31.0,536,42.660183,-83.479969
48390,10117,71549,14.6,27.4,1566,42.550711,-83.474218
48393,7160,48868,23.0,21.6,1504,42.521838,-83.545088
48397,0,-,0,0,28,42.495017,-83.041035
48401,596,43889,31.2,15.9,30,43.347342,-82.670591
48411,36,-,50,41.1,4,42.931981,-83.528907
48412,2079,62122,14.0,21.9,116,43.070433,-83.175549
48413,2948,46086,26.2,12.4,636,43.798508,-82.994175
48414,979,53912,11.1,15.3,30,42.861694,-84.079847
48415,3833,58656,17.1,20.8,516,43.271876,-83.808105
48416,1837,50293,23.0,15.7,146,43.217071,-82.984954
48417,975,56705,22.2,19.4,54,43.261282,-83.939194
48418,1528,65965,12.1,23.6,96,42.794295,-83.969891
48419,1027,44583,27.3,7.2,70,43.435806,-82.660428
48420,8844,51444,19.2,14.9,690,43.179103,-83.700508
48421,2437,55516,14.7,17.2,104,43.155496,-83.393189
48422,2674,45417,28.7,10.8,196,43.261472,-82.653704
48423,13862,50594,21.4,16.8,996,43.03861,-83.510946
48426,390,46125,23.6,11.5,14,43.511491,-83.057347
48427,1122,45400,27.8,7.6,108,43.535638,-82.725482
48428,1853,66250,10.1,28.2,114,42.938195,-83.154454
48429,3742,47701,26.6,13.0,260,42.902799,-84.004049
48430,14705,68399,13.7,26.9,1698,42.758215,-83.743683
48432,281,49583,10.7,11.0,6,43.898698,-82.972074
48433,10203,60680,17.4,19.6,846,43.075348,-83.867227
48435,680,51293,20.1,12.1,20,43.245379,-83.359338
48436,1428,70714,14.9,21.0,54,42.865301,-83.876801
48437,272,53750,38.9,15.0,28,43.115745,-83.612394
48438,2642,83125,5.9,32.0,224,42.913657,-83.484165
48439,19281,66508,15.0,26.7,3656,42.916399,-83.629374
48440,70,67600,0,26.9,30,42.950709,-83.412372
48441,1689,41191,28.5,10.9,200,43.797892,-82.70863
48442,7890,66475,16.2,24.0,684,42.78869,-83.60632
48444,3307,49727,21.9,15.5,476,43.058491,-83.045197
48445,527,37031,34.1,8.7,48,43.950222,-82.990556
48446,11864,51647,21.5,16.4,1496,43.05374,-83.338704
48449,1142,47976,17.2,14.2,58,42.991452,-83.944772
48450,2295,44512,25.5,15.6,186,43.258637,-82.542255
48451,5244,79009,10.7,34.3,376,42.801183,-83.819168
48453,1926,40915,31.7,11.5,274,43.348144,-83.032572
48454,461,48859,19.3,17.7,14,43.195011,-82.812721
48455,3122,74222,11.1,33.1,308,42.937951,-83.290781
48456,332,52206,20.8,17.3,34,43.666971,-82.762208
48457,2980,48137,21.7,14.8,192,43.186801,-83.89517
48458,7889,33742,38.8,6.1,432,43.1253,-83.68155
48460,913,65221,14.7,23.9,60,43.130612,-83.984997
48461,3061,57539,14.7,19.7,218,43.193661,-83.206162
48462,4926,88133,6.2,38.7,508,42.848445,-83.42125
48463,1866,53294,14.5,14.3,108,43.165799,-83.519301
48464,794,57625,13.8,18.7,14,43.220345,-83.42247
48465,266,41111,22.2,13.9,10,43.607998,-82.70777
48466,600,48750,23.7,9.5,40,43.280507,-82.808877
48467,1130,46111,22.4,12.3,146,44.015356,-82.982415
48468,584,40543,24.2,8.2,38,43.938412,-82.775181
48469,585,44236,24.1,15.0,64,43.441469,-82.558181
48470,325,45859,21.2,12.1,34,43.73513,-82.751064
48471,2237,40676,31.0,10.1,394,43.41942,-82.852081
48472,651,48950,21.6,12.8,76,43.512323,-82.963212
48473,8745,59524,14.7,17.2,538,42.937062,-83.820454
48475,1039,48021,24.9,12.3,138,43.673156,-82.947987
48476,193,50625,23.3,17.0,24,42.938707,-84.03005
48502,138,29118,37.7,19.3,454,43.013727,-83.688376
48503,11331,26178,48.2,7.0,1444,42.999914,-83.708887
48504,11089,29579,43.8,6.4,2166,43.054725,-83.743745
48505,8621,24042,51.5,2.2,684,43.070311,-83.686117
48506,11272,37551,36.8,8.6,1348,43.067472,-83.624392
48507,12958,34677,36.2,6.0,4560,42.966974,-83.71736
48509,3758,53580,16.6,14.7,584,43.023941,-83.604716
48519,3006,46461,27.2,13.6,210,42.981906,-83.604943
48529,3890,30600,41.0,7.2,492,42.970338,-83.65859
48532,8203,40949,28.7,12.4,1164,43.011068,-83.794875
48551,0,-,0,0,44,42.981014,-83.716922
48553,0,-,0,0,4,42.977848,-83.723546
48554,0,-,0,0,12,42.975878,-83.790742
48601,14769,26994,46.9,4.6,3216,43.405947,-83.893998
48602,12003,36631,33.7,6.6,978,43.420026,-83.974472
48603,11836,50733,18.6,16.8,5046,43.458786,-84.029471
48604,4149,41250,30.7,10.5,1052,43.499764,-83.969084
48607,635,21089,55.9,6.9,202,43.432412,-83.933828
48609,4988,57402,17.3,22.6,432,43.389617,-84.08317
48610,1359,39361,32.4,6.6,50,44.141691,-84.192191
48611,2566,64760,14.2,26.6,240,43.634148,-84.097206
48612,3979,40264,30.4,10.2,218,43.883024,-84.439434
48613,387,49688,26.6,13.5,12,43.962785,-84.178016
48614,563,44353,25.7,15.6,18,43.250991,-84.298042
48615,1218,45490,31.5,9.0,88,43.42981,-84.474806
48616,2928,47699,22.2,14.4,308,43.191074,-84.11346
48617,3428,47048,28.0,14.1,556,43.851308,-84.717297
48618,2218,42164,25.2,9.3,136,43.736779,-84.556707
48619,255,36750,31.0,22.5,18,44.819736,-84.020613
48621,494,39300,34.9,12.1,76,44.736899,-84.012427
48622,2518,44423,24.6,12.3,180,43.840836,-84.881266
48623,4756,72318,12.4,26.7,506,43.52008,-84.13284
48624,6635,39947,31.0,9.7,574,44.061093,-84.45737
48625,5533,30745,40.7,5.9,360,44.052142,-84.837442
48626,2289,59558,13.0,19.0,170,43.421368,-84.221438
48627,43,52083,9.4,30.9,16,44.461919,-84.750203
48628,932,51875,21.6,19.5,84,43.784121,-84.328366
48629,3351,35881,35.9,6.8,424,44.312238,-84.784698
48630,14,-,0,65.9,18,44.324794,-84.772497
48631,1747,49438,26.5,14.4,172,43.688645,-83.995895
48632,2104,35541,31.5,8.7,76,43.858387,-85.020525
48633,92,36071,16.3,35.6,18,43.936975,-84.931062
48634,1885,58275,16.6,15.0,146,43.747641,-84.056178
48635,766,40068,26.2,7.8,34,44.387169,-83.99443
48636,396,32895,35.3,11.1,22,44.601981,-84.299426
48637,1263,49680,17.9,14.3,78,43.413712,-84.33557
48638,5679,45670,23.5,13.1,424,43.418925,-84.018242
48640,13305,57639,21.8,19.2,10736,43.582166,-84.337227
48642,13149,62628,18.7,22.2,2048,43.712749,-84.236964
48647,1881,36607,35.5,8.5,216,44.658121,-84.113065
48649,533,50625,20.6,18.4,28,43.150461,-84.217431
48650,3093,46070,25.7,13.6,260,43.848958,-83.997374
48651,2416,33312,35.7,8.1,186,44.254775,-84.614813
48652,639,54896,20.0,17.3,20,43.860201,-84.19688
48653,4598,42432,26.2,8.3,376,44.490944,-84.599452
48654,965,35759,36.9,10,134,44.457421,-84.137319
48655,2440,53000,19.7,17.2,180,43.294547,-84.159596
48656,1833,32661,35.2,4.7,84,44.341665,-84.450997
48657,3350,56833,18.6,18.4,192,43.706126,-84.41616
48658,2140,39048,33.2,11.2,328,43.975339,-83.936798
48659,1067,42180,30.4,11.8,82,44.065548,-84.050783
48661,4549,42406,25.7,12.5,792,44.318406,-84.236213
48662,639,60083,18.9,19.0,40,43.409942,-84.41681
48667,0,-,0,0,12,43.602088,-84.233324
48701,628,41019,28.5,8.5,40,43.586877,-83.557827
48703,1490,39262,28.1,10.8,168,44.063642,-83.675914
48705,290,34219,33.4,15.5,10,44.695826,-83.656494
48706,16430,47089,23.2,14.2,1968,43.599622,-83.950504
48708,11282,37604,33.0,9.8,2344,43.55706,-83.84968
48710,0,-,0,0,12,43.556513,-83.987669
48720,439,39479,29.2,13.8,42,43.838908,-83.342072
48721,243,45774,24.2,17.0,14,44.808106,-83.33948
48722,1320,53831,14.5,14.1,220,43.346724,-83.844762
48723,4979,43481,25.7,14.9,536,43.48492,-83.389528
48724,205,-,51.7,34.3,30,43.456815,-83.928244
48725,1126,38864,30.9,10.9,120,43.943956,-83.209593
48726,2290,47500,24.6,14.3,276,43.607392,-83.168024
48727,445,41319,21.1,16.8,22,43.313337,-83.174645
48728,140,36944,30.7,22.6,16,44.732391,-83.822784
48729,607,46339,18.1,16.9,16,43.495939,-83.173779
48730,2102,42101,26.3,11.2,312,44.343486,-83.455677
48731,660,39255,27.1,9.9,76,43.843633,-83.15105
48732,4790,41425,29.7,14.7,338,43.612331,-83.789822
48733,698,43558,17.4,10.7,44,43.534102,-83.593113
48734,3176,61689,15.6,24.7,1096,43.357562,-83.74851
48735,458,43929,30.2,8.8,28,43.667593,-83.270883
48737,587,36771,30,6.4,40,44.545688,-83.685206
48738,634,42917,26.5,5.4,12,44.550429,-83.331191
48739,1923,37043,32.8,9.8,140,44.370453,-83.844934
48740,1044,39792,30.0,5.5,94,44.663889,-83.372024
48741,802,40938,28.6,12.4,46,43.402479,-83.179873
48742,793,41850,26.5,10.3,86,44.742724,-83.435666
48743,33,35208,30.3,43,6,44.441124,-83.863151
48744,1704,47075,24.8,11.1,92,43.348042,-83.359255
48745,530,36875,33.2,12.9,22,44.5637,-83.484031
48746,3302,54107,20.4,14.0,182,43.259282,-83.550168
48747,636,62500,15.5,21.7,32,43.518879,-83.764927
48748,896,36583,30.2,6.2,42,44.298025,-83.739031
48749,443,36094,29.8,9.6,28,44.053935,-83.900947
48750,3802,42744,27.6,9.9,414,44.445649,-83.471971
48754,357,47386,25.2,12.7,24,43.733259,-83.231016
48755,1396,50305,20.1,14.0,232,43.791501,-83.24562
48756,2016,31144,42.7,4.0,98,44.233746,-83.973379
48757,1548,53821,17.0,15.4,316,43.469859,-83.676311
48759,1397,51525,20.5,14.1,146,43.730478,-83.385904
48760,512,45600,20.9,12.3,10,43.323051,-83.255006
48761,472,29470,39.0,3.7,10,44.510924,-83.89171
48762,488,54773,27.5,16.4,44,44.82166,-83.46162
48763,2028,46763,23.0,12.2,552,44.25509,-83.614901
48765,323,42292,27.8,14.7,10,44.151556,-83.717952
48766,545,39639,29.4,3.8,26,44.105722,-83.839392
48767,798,56447,18.6,16.9,60,43.650518,-83.463154
48768,3792,40768,29.3,12.2,272,43.370831,-83.577539
48770,820,38375,30.3,6.8,50,44.251183,-83.814184
48801,4946,36546,36.3,10.3,632,43.374101,-84.677542
48806,629,46979,24.2,13.5,58,43.186891,-84.500161
48807,306,41154,28.2,11.8,18,43.150476,-84.402006
48808,2321,72534,12.9,23.7,118,42.828836,-84.444776
48809,4098,47132,26.4,12.4,664,43.075299,-85.257962
48811,1220,39235,36.5,11.8,148,43.181346,-84.853617
48813,8200,56525,19.7,20.0,836,42.579775,-84.845891
48815,837,58295,20.9,25.6,52,42.834371,-85.258585
48816,33,-,36.4,73.3,16,42.765009,-83.955981
48817,2399,47159,25.3,13.3,166,43.013949,-84.042884
48818,1042,36848,25.3,6.0,58,43.272693,-84.890332
48819,955,60625,15.7,21.7,50,42.547396,-84.280994
48820,6419,82964,9.0,29.7,610,42.863913,-84.592296
48821,2505,66961,13.5,31.1,158,42.641171,-84.647417
48822,1128,77286,9.9,31.8,86,42.835279,-84.763128
48823,19816,43986,32.7,17.1,4368,42.764057,-84.459921
48825,0,-,0,0,56,42.727604,-84.48142
48827,6158,60401,14.8,20.4,414,42.509319,-84.66044
48829,1209,36490,33.7,11.3,320,43.398205,-85.015378
48831,1375,43659,21.6,13.3,78,43.096225,-84.372473
48832,556,52628,22.7,16.7,16,43.411883,-84.776582
48834,761,47330,21.5,10.8,32,43.132585,-85.032114
48835,1046,70682,13.8,29.6,116,43.024903,-84.749057
48836,5018,67870,13.7,25.7,454,42.669319,-84.076583
48837,8018,68104,14.0,25.5,626,42.74701,-84.771033
48838,7120,46110,26.7,15.1,800,43.183357,-85.256667
48840,5830,60563,19.2,24.6,350,42.763138,-84.379361
48841,284,57813,18.0,17.4,20,43.112204,-84.239315
48842,8939,58798,20.6,26.4,614,42.633522,-84.538076
48843,16776,73240,13.5,29.3,4500,42.575579,-83.923381
48845,375,45568,27.7,17.8,16,43.102441,-84.845897
48846,6112,44710,26.5,12.4,598,42.986125,-85.057887
48847,2297,45928,22.8,11.6,508,43.273232,-84.575579
48848,2989,67601,10.6,28.8,180,42.887696,-84.353703
48849,2367,52863,19.0,16.0,230,42.806313,-85.124536
48850,1659,41039,25.2,9.3,168,43.435272,-85.246061
48851,867,57321,13.2,19.9,28,42.951055,-84.9364
48852,57,36875,33.4,12.6,4,43.35169,-85.046072
48853,260,49286,18.2,8.8,14,43.100122,-84.685621
48854,7269,67301,10.7,26.2,746,42.581698,-84.451612
48855,5469,79069,10.2,33.0,436,42.681274,-83.8972
48856,416,36406,37.0,13.4,42,43.19719,-84.733504
48857,977,68087,12.5,24.7,68,42.840946,-84.155615
48858,17218,38304,36.0,12.9,6636,43.616033,-84.795459
48860,558,44792,31.5,17.7,16,43.052972,-84.92172
48861,585,53967,21.0,17.1,52,42.732509,-84.925032
48864,9073,82069,16.8,29.9,3356,42.70417,-84.392139
48865,740,40804,27.1,10.1,28,43.090516,-85.104617
48866,1852,55968,18.9,17.3,132,42.99755,-84.376409
48867,11263,43388,27.7,13.3,1172,43.002718,-84.188977
48871,711,62566,15.2,18.6,38,43.156653,-84.673805
48872,2700,64219,15.7,22.0,408,42.79865,-84.223099
48873,566,62857,15.8,27.5,28,42.99684,-84.844175
48874,43,32750,46.6,56.2,2,43.186449,-84.594937
48875,3788,72235,10.9,24.8,336,42.860813,-84.941448
48876,1573,58891,12.8,15.6,86,42.644294,-84.731216
48877,931,42264,29.4,10.0,72,43.403734,-84.840802
48878,571,59191,16.6,25.5,70,43.706095,-84.779858
48879,6777,57714,16.4,21.5,1348,43.003075,-84.577361
48880,2453,43457,28.9,11.5,232,43.458864,-84.578359
48881,2362,56700,20.6,15.1,166,42.933122,-85.201584
48883,2776,52711,19.1,14.3,176,43.543727,-84.673886
48884,1706,44947,26.1,11.4,110,43.209843,-85.049208
48885,337,50938,17.0,16.0,20,43.242912,-85.147939
48886,818,40063,26.2,13.6,56,43.415719,-85.159692
48888,2375,48250,22.0,13.0,176,43.314815,-85.106068
48889,509,46250,26.9,9.5,26,43.285072,-84.8069
48890,812,57206,15.5,18.1,50,42.766873,-84.966363
48891,1133,48950,23.4,14.2,62,43.395354,-84.911507
48892,1690,67700,13.0,20.4,124,42.632741,-84.166861
48893,2103,55675,19.6,16.5,162,43.685543,-84.97505
48894,615,63646,13.7,25.1,62,42.921496,-84.785911
48895,4498,90556,9.0,36.3,522,42.688915,-84.279784
48896,69,26442,39.0,30.1,16,43.521275,-84.901027
48897,549,61354,15.8,21.5,40,42.703898,-85.130349
48906,10402,42748,29.7,9.9,3708,42.788027,-84.589435
48910,15849,39200,31.2,9.1,3546,42.699177,-84.519955
48911,15806,41127,27.9,10.2,2356,42.67301,-84.571422
48912,7787,40765,29.1,9.8,1230,42.738361,-84.524017
48915,3638,37358,31.5,12.5,156,42.737952,-84.570937
48917,14636,56011,18.6,17.7,10790,42.725239,-84.639542
48933,1545,19970,52.6,8.1,5698,42.731996,-84.554683
49001,9042,38962,28.3,10.1,5088,42.264543,-85.561545
49002,8311,50771,21.7,16.7,1528,42.195311,-85.562988
49004,6253,55805,16.8,15.6,316,42.352343,-85.564972
49006,10009,37186,33.2,13.9,546,42.292517,-85.631466
49007,4364,30711,42.3,7.8,2396,42.302591,-85.588193
49008,6695,51915,22.7,17.1,858,42.263841,-85.617047
