zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,latitude,longitude
1561,85,-,0,72.4,54,42.44397,-71.685583
1562,4969,65386,23.8,29.1,440,42.247211,-71.991867
1564,2692,102500,9.5,38.4,390,42.447924,-71.776045
1566,2220,95800,9.1,41.4,474,42.103214,-72.079545
1568,2725,119115,9.0,46.6,318,42.176526,-71.603588
1569,4817,94809,10.9,42.5,1132,42.055921,-71.631128
1570,6734,52107,20.5,18.3,750,42.047532,-71.846952
1571,3873,64281,17.1,30.4,322,42.053778,-71.935075
1581,6682,107604,9.5,37.9,1866,42.268426,-71.613309
1583,2055,73463,12.9,31.6,480,42.369417,-71.785036
1585,1887,66317,13.0,24.9,164,42.240796,-72.162645
1588,3739,66607,16.0,21.6,426,42.1188,-71.672496
1590,3341,101315,6.5,42.1,648,42.132051,-71.750318
1602,9666,64808,19.2,25.8,612,42.269189,-71.850728
1603,7203,42259,30.1,15.0,820,42.243826,-71.843569
1604,14447,50487,28.5,18.2,1430,42.253485,-71.767932
1605,10657,37703,37.2,14.1,6370,42.289683,-71.787793
1606,8129,65135,17.1,25.7,908,42.315249,-71.795741
1607,3694,43500,28.3,15.9,284,42.225974,-71.788894
1608,1639,20578,58.1,4.6,3198,42.26198,-71.801462
1609,7401,42903,35.0,20.7,1052,42.285114,-71.829987
1610,8114,31003,41.8,7.2,730,42.247049,-71.808366
1611,877,81830,7.5,36.5,64,42.237604,-71.875838
1612,1558,95595,9.0,34.5,146,42.296798,-71.928991
1701,12587,105940,10.1,41.1,7296,42.319587,-71.4428
1702,15244,52746,25.5,19.7,3636,42.282379,-71.436623
1718,240,160750,0,79.9,6,42.519818,-71.429286
1719,2288,101077,9.3,33.8,256,42.485985,-71.520985
1720,8476,133075,9.7,37.2,1424,42.483953,-71.438495
1721,6689,120309,10.3,39.4,822,42.257755,-71.473526
1730,5240,125208,6.0,34.2,1086,42.499332,-71.281901
1731,540,93276,1.1,44.1,70,42.456754,-71.279477
1740,1686,151618,6.2,41.9,250,42.439933,-71.601885
1741,1773,170703,5.0,37.0,214,42.536807,-71.361324
1742,6741,137547,10.7,36.4,1542,42.462911,-71.364496
1745,157,123992,5.1,81.4,34,42.292114,-71.499197
1746,5171,118933,8.5,39.8,792,42.195951,-71.45343
1747,2232,101761,14.2,43.4,300,42.123007,-71.531404
1748,5614,151357,3.2,41.0,1852,42.224096,-71.540489
1749,7708,83765,12.6,34.3,1086,42.389071,-71.545864
1752,15529,75418,13.1,29.7,2916,42.349617,-71.547214
1754,4274,95833,14.2,37.0,544,42.425955,-71.456256
1756,2064,125816,5.0,42.3,278,42.09387,-71.544519
1757,11086,75976,13.2,30.3,1644,42.158692,-71.521419
1760,14157,106332,10.7,35.6,2658,42.284822,-71.348811
1770,1480,170872,7.7,36.0,204,42.231947,-71.372963
1772,3246,143375,7.6,36.5,688,42.302877,-71.530828
1773,2008,153500,8.6,33.9,296,42.425506,-71.310812
1775,2627,144766,6.1,45.2,308,42.429688,-71.512514
1776,6226,170945,6.6,36.7,1084,42.383367,-71.42107
1778,5044,166548,8.6,35.2,696,42.356275,-71.361942
1801,15650,84857,12.2,34.2,17080,42.488703,-71.154383
1803,9572,99254,9.4,35.9,5948,42.503227,-71.201713
1810,12369,143292,8.3,34.7,10290,42.648044,-71.161751
1821,11211,99881,8.0,42.0,5904,42.54933,-71.251725
1824,9805,115533,7.7,42.6,1664,42.59079,-71.355182
1826,11185,86644,12.6,35.9,1092,42.679723,-71.30068
1827,1138,138700,5,48.1,92,42.676149,-71.499772
1830,10148,61375,20.8,23.6,2056,42.796313,-71.053436
1832,8825,64238,20.3,27.5,630,42.791114,-71.132859
1833,3265,113417,8.4,41.7,414,42.726226,-70.983318
1834,2339,95031,13.7,35.2,246,42.7539,-71.015935
1835,5182,77697,13.7,30.6,608,42.751327,-71.094421
1840,2215,20596,55.0,8.4,1412,42.706763,-71.160403
1841,14854,38199,33.4,9.3,802,42.712015,-71.164873
1843,8732,46629,24.7,15.3,950,42.689988,-71.16039
1844,17671,73525,15.6,29.4,1828,42.742641,-71.178651
1845,11136,105661,11.9,34.2,1778,42.673909,-71.091334
1850,5421,46102,32.1,19.7,220,42.656045,-71.303309
1851,10203,52008,25.8,19.8,914,42.627813,-71.335334
1852,13830,50911,29.4,19.6,3068,42.632978,-71.295616
1854,9542,40982,37.8,16.5,604,42.649481,-71.348229
1860,2683,84417,13.5,36.2,180,42.838603,-71.011997
1862,3417,93494,10.5,42.4,750,42.578543,-71.295592
1863,3888,77055,17.1,34.0,440,42.63378,-71.38947
1864,5422,124750,7.2,38.1,2092,42.578401,-71.084448
1867,9063,113553,9.9,38.8,1080,42.535183,-71.105423
1876,11413,94817,13.1,37.7,1470,42.611801,-71.227571
1879,4378,101620,11.0,41.2,634,42.667762,-71.42882
1880,10335,93337,11.6,34.7,1794,42.501524,-71.067489
1886,8244,138006,5.8,42.9,1240,42.585541,-71.44025
1887,7947,118549,10.2,42.5,1652,42.564647,-71.164516
1890,7928,152196,6.8,32.2,1124,42.452752,-71.144319
1901,916,22057,56.0,11.3,570,42.460419,-70.946379
1902,17154,42851,31.8,14.3,1748,42.471039,-70.941535
1904,6345,88395,9.2,38.2,566,42.492456,-70.97393
1905,8539,57638,24.0,22.1,1368,42.465998,-70.975792
1906,10210,82188,13.5,33.7,1544,42.468432,-71.013946
1907,5494,105029,12.6,34.7,650,42.474145,-70.906597
1908,1597,81384,13.6,35.7,92,42.428256,-70.926041
1913,7025,78638,11.3,31.9,846,42.851293,-70.95581
1915,16408,77893,17.6,28.5,5184,42.570665,-70.867583
1921,2707,155034,4.2,37.5,632,42.683108,-71.027188
1922,1050,87986,17.8,37.3,124,42.757313,-70.914241
1923,10624,79795,14.1,31.9,2200,42.574174,-70.950516
1929,1439,109327,10.6,41.2,306,42.64042,-70.771172
1930,12906,65348,20.1,26.2,3664,42.61991,-70.681824
1937,0,-,0,0,8,42.585723,-70.984051
1938,5677,80829,16.8,27.8,768,42.68386,-70.842666
1940,4949,113509,8.4,37.7,792,42.534146,-71.038333
1944,2106,105500,13.7,33.6,350,42.576636,-70.767154
1945,8250,110025,10.5,29.6,1112,42.501565,-70.858834
1949,2998,107727,10.9,40.7,648,42.606666,-71.010316
1950,7881,89887,14.2,30.5,1526,42.812358,-70.891095
1951,1765,90662,7.5,38.0,158,42.773351,-70.850211
1952,3597,72900,17.5,28.1,552,42.844794,-70.841499
1960,21251,65060,18.6,25.9,5900,42.534279,-70.969782
1966,3201,72015,17.1,26.2,382,42.640699,-70.62025
1969,2186,89338,12.0,37.3,428,42.720873,-70.89122
1970,18277,65476,23.7,24.1,4588,42.524435,-70.870859
1982,2677,112250,14.3,38.4,624,42.626223,-70.85723
1983,2237,131387,8.5,40.6,482,42.641387,-70.943383
1984,1381,96979,12.6,30.3,174,42.600668,-70.88326
1985,1596,135882,7.9,44.5,142,42.799565,-70.964428
2019,6347,95533,10.9,38.3,814,42.076682,-71.47449
2021,9026,96583,12.4,33.8,1892,42.175737,-71.125385
2025,3046,140000,13.3,32.6,562,42.236444,-70.814309
2026,9865,89451,12.9,31.0,3748,42.246872,-71.179462
2030,2011,204018,1.5,34.5,240,42.23416,-71.291167
2032,1644,120250,5.4,41.1,270,42.156882,-71.216187
2035,6626,98199,9.0,37.1,1220,42.061338,-71.245802
2038,11288,111935,8.7,36.9,1680,42.084858,-71.410571
2043,8712,125144,12.4,30.7,5166,42.216098,-70.88127
2045,4892,80584,18.1,31.9,310,42.292253,-70.923919
2047,50,26953,0,43.5,12,42.133914,-70.686037
2048,8471,111141,6.9,39.6,1190,42.017302,-71.21642
2050,9495,92610,13.5,37.6,6720,42.115139,-70.710331
2052,4189,153847,7.8,36.9,606,42.184599,-71.305307
2053,4642,115432,8.7,43.2,618,42.156203,-71.430345
2054,3100,100230,10.7,42.7,390,42.173103,-71.363756
2056,3183,139137,6.7,40.9,478,42.11366,-71.33756
2061,3632,128563,8.0,35.4,1222,42.164569,-70.818844
2062,11757,87516,15.4,36.9,2504,42.187364,-71.195971
2066,6650,114766,9.7,36.4,3000,42.202273,-70.758184
2067,6220,133229,6.2,37.5,760,42.1076,-71.181828
2071,300,115333,0,59.8,32,42.103425,-71.273589
2072,10724,78343,15.7,33.6,1800,42.119006,-71.10365
2081,7027,105420,10.0,35.3,1200,42.147042,-71.269965
2090,5528,146042,8.0,34.3,972,42.219645,-71.216768
2093,4076,107444,11.9,38.2,1680,42.052671,-71.356858
2108,1888,126224,8.8,43.6,4648,42.357758,-71.064899
2109,1943,129716,9.3,41.4,8280,42.368802,-71.04949
2110,1347,108438,13.2,33.4,11136,42.361984,-71.047959
2111,3202,39329,39.9,24.2,18576,42.350518,-71.059077
2113,4370,91212,13.2,36.7,370,42.365331,-71.055233
2114,7196,89452,19.4,29.7,2796,42.363174,-71.068646
2115,9258,38759,40.8,17.5,2432,42.337105,-71.105696
2116,11987,103422,19.0,27.1,12486,42.350579,-71.076397
2118,12514,70575,29.3,23.8,1618,42.337582,-71.070482
2119,11261,30663,44.4,13.4,906,42.324029,-71.085017
2120,4991,32243,42.6,11.6,352,42.33209,-71.096545
2121,10471,27964,45.0,10.9,378,42.306267,-71.085897
2122,8384,56024,26.0,23.7,1086,42.291413,-71.042158
2124,19130,50227,30.3,21.3,1140,42.285805,-71.070571
2125,12586,53382,28.7,20.0,912,42.315682,-71.055555
2126,10027,50039,28.6,18.8,412,42.274227,-71.097423
2127,17056,91597,21.0,33.3,1352,42.334992,-71.039093
2128,16286,52154,25.9,21.6,1550,42.361203,-71.00705
2129,8931,103834,21.4,31.8,984,42.379657,-71.061487
2130,16336,84847,19.6,31.2,1328,42.309174,-71.113835
2131,12480,72127,19.4,29.3,850,42.284333,-71.126228
2132,11333,93343,15.7,33.7,1042,42.280455,-71.162017
2134,7855,49938,28.0,22.3,1074,42.358016,-71.128608
2135,19063,61566,25.3,25.8,1376,42.349688,-71.153964
2136,11762,64877,20.8,24.1,1852,42.255083,-71.12922
2138,13542,87671,16.1,27.3,4804,42.379637,-71.135152
2139,14094,91250,16.7,31.6,2248,42.362986,-71.103353
2140,8891,91596,19.5,31.3,1032,42.392157,-71.133996
2141,6437,77261,24.7,29.8,934,42.3703,-71.08256
2142,1326,120729,13.1,36.0,1078,42.361994,-71.081588
2143,11238,90285,13.4,37.1,1306,42.381407,-71.096714
2144,10792,102033,13.4,36.7,882,42.399655,-71.12255
2145,10409,68553,18.3,28.9,824,42.391577,-71.08991
2148,23081,62283,23.2,24.1,1944,42.42938,-71.058706
2149,15521,57143,22.1,20.4,1532,42.405938,-71.054649
2150,12714,51875,26.1,18.6,4212,42.396824,-71.031348
2151,19986,53771,23.4,22.0,1618,42.41829,-71.001251
2152,7747,69928,18.2,26.0,536,42.373055,-70.974807
2155,22474,86459,16.4,34.2,7050,42.423844,-71.109231
2163,528,64000,27.7,23.7,58,42.365915,-71.122177
2169,24770,67028,21.1,27.3,6284,42.248386,-71.002279
2170,7766,82159,17.1,31.5,524,42.266415,-71.015576
2171,7631,78839,15.4,30.2,814,42.293327,-71.018193
2176,11481,93434,12.7,35.0,1040,42.455723,-71.059019
2180,9062,90320,12.0,33.9,1220,42.474208,-71.097665
2184,14017,88993,13.2,34.7,6052,42.206188,-71.00232
2186,8970,126000,10.3,35.6,1804,42.241559,-71.082437
2188,6296,81040,12.7,33.9,590,42.204662,-70.957633
2189,6179,58674,20.9,25.2,814,42.209781,-70.928176
2190,7038,85053,10.0,33.9,742,42.166731,-70.952363
2191,3501,73948,11.5,31.8,288,42.243453,-70.942033
2199,743,82238,23.7,27.5,504,42.347476,-71.082035
2203,27,-,100.0,59.2,72,42.360588,-71.058737
2210,1543,170152,3.7,44.6,1982,42.347472,-71.039271
2215,7463,43403,39.0,18.7,1150,42.347635,-71.103082
2301,21042,47724,28.5,17.5,8268,42.078371,-71.042304
2302,11158,63718,20.0,24.5,1596,42.088907,-70.998375
2322,1574,69709,13.6,38.0,476,42.132461,-71.054013
2324,7897,88640,11.9,36.8,2040,41.972376,-70.978773
2330,4460,73904,14.4,31.1,796,41.875179,-70.746715
2332,5427,123613,7.5,40.1,1428,42.044407,-70.70606
2333,4854,86568,7.6,35.6,1012,42.037116,-70.942178
2338,2850,77993,13.2,33.1,226,42.002634,-70.863706
2339,4980,111311,12.1,37.7,2588,42.122956,-70.85631
2341,3720,96389,9.0,41.7,732,42.05024,-70.867359
2343,4257,67589,12.3,27.4,520,42.140346,-70.997861
2346,9078,79811,11.5,32.9,2184,41.878004,-70.869267
2347,3956,97990,8.2,41.3,1740,41.834384,-70.956826
2351,6236,91643,11.3,39.2,696,42.115764,-70.956597
2356,4395,113783,7.9,41.8,1224,42.060539,-71.119671
2357,24,-,0,162.8,6,42.054978,-71.080651
2359,6464,101447,5.9,42.0,3204,42.067804,-70.805713
2360,22468,83746,12.1,31.9,15670,41.882062,-70.631289
2364,4758,89796,12.7,40.2,786,41.987196,-70.741942
2366,0,-,0,0,22,41.850984,-70.654984
2367,1005,87438,10.6,38.5,134,41.9591,-70.802753
2368,12226,70163,17.4,26.7,1236,42.176092,-71.052043
2370,6853,77573,10.4,32.3,940,42.130399,-70.910615
2375,3656,94457,6.8,37.0,810,42.00569,-71.078041
2379,2469,85368,9.8,39.2,736,42.021617,-71.026717
2382,5380,79705,13.3,31.8,482,42.078974,-70.93939
2420,5058,168065,6.8,33.8,1000,42.457055,-71.215464
2421,6697,158554,9.3,32.0,1106,42.438547,-71.239573
2445,8473,111642,13.4,35.7,1960,42.325483,-71.135045
2446,13301,102342,15.3,33.6,1512,42.343499,-71.122244
2451,7346,94886,11.4,37.6,5156,42.397825,-71.255701
2452,5112,87055,11.3,34.8,898,42.392438,-71.213912
2453,11244,73042,17.6,29.6,3496,42.369542,-71.240513
2457,0,-,0,0,36,42.299388,-71.274242
2458,4942,103978,8.2,31.1,2036,42.353585,-71.188192
2459,6680,169963,10.4,28.1,1444,42.314779,-71.192017
2460,3722,118148,8.6,31.2,536,42.351824,-71.20849
2461,2683,159517,3.9,31.4,524,42.317362,-71.206508
2462,612,104375,22.0,26.0,228,42.328708,-71.2559
2464,1247,102946,10.1,42.0,528,42.312975,-71.218882
2465,4296,137438,8.0,34.9,640,42.348912,-71.22633
2466,2820,115345,12.9,41.0,556,42.344457,-71.248617
2467,6181,119964,9.8,33.8,1036,42.314321,-71.152778
2468,1924,212394,2.5,30.3,198,42.328553,-71.22953
2472,15233,92959,12.2,35.0,8224,42.369451,-71.177925
2474,11400,104583,11.2,34.9,970,42.420949,-71.15637
2476,7232,101713,12.3,31.7,1664,42.415637,-71.17567
2478,9708,118342,9.5,29.4,2404,42.395317,-71.180284
2481,4736,187819,7.6,29.1,1450,42.311947,-71.275517
2482,3922,160644,7.1,31.3,876,42.293099,-71.298535
2492,7063,147375,8.1,33.7,1082,42.276483,-71.243714
2493,3764,196651,9.8,27.2,658,42.360502,-71.303433
2494,3589,126866,7.9,40.7,1392,42.29949,-71.232519
2532,5685,75502,15.3,32.5,624,41.751759,-70.597552
2534,277,88844,5.1,45.8,140,41.668942,-70.619407
2535,468,79792,18.0,30.0,216,41.337961,-70.761674
2536,8094,67880,15.6,26.4,744,41.596293,-70.56747
2537,2430,95966,9.1,39.0,234,41.728421,-70.43581
2538,1440,67993,16.4,20.8,226,41.777363,-70.642228
2539,1597,75404,9.9,30.7,668,41.377655,-70.52208
2540,3974,70758,25.0,28.0,3318,41.573891,-70.632042
2542,278,48750,15.1,13.5,22,41.707839,-70.54552
2543,432,92188,8.4,31.3,92,41.478974,-70.766911
2553,35,-,40,52,46,41.712526,-70.620747
2554,3651,92327,9.2,36.0,1874,41.291072,-70.093329
2556,1383,83659,4.3,33.7,212,41.639447,-70.624515
2557,1684,66091,15.0,35.3,466,41.441713,-70.576143
2558,464,33679,29.3,29.3,64,41.745017,-70.653513
2559,1818,71741,18.0,26.1,224,41.690243,-70.616283
2561,170,-,42.4,18.5,80,41.766737,-70.540595
2562,1244,86310,7.0,36.2,180,41.787209,-70.526717
2563,3854,84087,9.2,34.9,752,41.728137,-70.476549
2564,100,-,5,48.3,38,41.27194,-69.984473
2568,1442,48869,20.5,22.0,740,41.458645,-70.612521
2571,4578,59449,19.9,22.6,676,41.761187,-70.695991
2575,930,92188,10.5,35.2,180,41.400252,-70.656934
2576,1899,84497,17.9,39.7,180,41.772221,-70.762948
2584,10,-,0,97.3,112,41.258845,-70.007333
2601,6319,46821,27.7,10.5,2456,41.656038,-70.296764
2630,839,106299,8.0,48.7,190,41.706756,-70.312489
2631,4267,69606,17.2,27.5,598,41.747513,-70.066223
2632,4336,80072,12.1,30.2,1128,41.659097,-70.346877
2633,1921,76793,18.9,29.0,492,41.689343,-69.972382
2635,1556,62021,17.1,24.7,178,41.624054,-70.439397
2637,56,142692,0,84.8,20,41.705726,-70.270928
2638,1514,70850,15.2,25.1,186,41.730245,-70.197392
2639,1553,44787,25.0,18.5,248,41.668067,-70.136979
2641,101,-,16.8,37.9,82,41.751246,-70.153472
2642,2446,62143,17.3,23.2,208,41.841331,-69.977436
2643,0,-,0,0,50,41.797941,-69.937327
2644,1512,92286,13.9,42.9,158,41.683488,-70.510786
2645,4260,78077,16.4,27.9,1092,41.711083,-70.057611
2646,887,62933,21.2,25.5,226,41.670596,-70.071449
2647,74,-,0,70.6,30,41.630127,-70.310144
2648,2696,82406,14.2,38.4,376,41.670946,-70.41537
2649,6279,73841,13.8,28.9,876,41.616801,-70.490097
2650,375,77991,8.6,41.4,64,41.701947,-69.961453
2651,0,-,0,0,130,41.875047,-70.003438
2652,439,60250,9.1,25.6,130,42.049534,-70.094987
2653,2895,61506,22.1,26.6,1660,41.769125,-69.97358
2655,1468,75000,16.3,25.1,394,41.627984,-70.392013
2657,1772,47500,28.5,16.4,764,42.059829,-70.200407
2659,481,57540,19.6,29.2,104,41.681474,-70.023529
2660,3202,54924,20.7,21.2,464,41.707699,-70.15856
2663,47,61875,0,83.1,42,41.894444,-70.01218
2664,4176,56242,19.2,19.7,682,41.674727,-70.195648
2666,357,63306,28.9,8.6,86,41.99078,-70.045714
2667,1456,57667,26.4,19.7,290,41.921997,-70.023356
2668,1209,94250,10.3,37.4,188,41.716208,-70.363097
2669,48,89737,0,70.1,64,41.66668,-69.989694
2670,661,63675,13.0,21.7,118,41.660103,-70.170681
2671,456,60000,19.5,22.0,96,41.675153,-70.109767
2672,135,-,0,57.6,20,41.6357,-70.313634
2673,3723,70736,14.0,25.8,490,41.655637,-70.24724
2675,3031,68638,16.4,26.3,318,41.70395,-70.231552
2702,1516,94773,9.7,39.7,200,41.785113,-71.059047
2703,17094,70136,17.3,29.4,1846,41.931653,-71.294503
2713,12,-,8.3,47.2,16,41.441295,-70.902217
2715,1303,98112,9.9,40.5,132,41.805594,-71.157707
2717,1689,81123,10.5,38.6,192,41.760106,-70.972762
2718,2287,93034,12.8,40.0,232,41.862486,-71.01169
2719,6506,62090,21.0,25.4,782,41.633667,-70.871362
2720,13223,47992,27.9,16.9,3176,41.723023,-71.121527
2721,10897,33383,41.3,9.2,1152,41.675125,-71.148281
2723,6672,37617,37.0,11.1,486,41.692705,-71.129726
2724,7621,37932,37.2,8.5,440,41.683936,-71.1775
2725,933,70183,18.0,23.8,126,41.720043,-71.188272
2726,6062,75154,13.8,30.4,556,41.7597,-71.144592
2738,1897,76576,15.0,25.0,298,41.704134,-70.752201
2739,2429,85870,8.0,33.5,394,41.665794,-70.814531
2740,18406,37784,36.1,14.2,5796,41.637485,-70.938265
2743,4033,69402,14.4,31.3,328,41.718217,-70.901151
2744,4654,33125,37.5,9.0,350,41.606252,-70.913632
2745,10119,56277,23.2,19.6,1006,41.700737,-70.950546
2746,6218,32554,40.8,8.3,590,41.660995,-70.940137
2747,6970,75891,17.2,31.1,1326,41.664711,-71.015699
2748,4733,70828,18.7,27.7,896,41.553084,-70.971453
2760,10049,85864,12.7,33.1,2848,41.972567,-71.334375
2762,3474,93889,13.2,38.4,656,42.012838,-71.336188
2763,693,106118,5.1,44.0,256,41.966866,-71.308574
2764,1438,82130,9.6,37.1,148,41.851929,-71.153598
2766,6532,102869,8.8,41.9,1544,41.965341,-71.18178
2767,4838,93125,12.7,41.1,2108,41.940996,-71.048499
2769,4048,96098,6.7,40.0,532,41.846878,-71.24487
2770,1798,102227,5.4,42.0,180,41.760864,-70.838956
2771,5886,86014,11.3,34.8,1100,41.839798,-71.318047
2777,6223,81469,15.0,33.5,896,41.758163,-71.214181
2779,2388,89597,8.2,37.8,176,41.838061,-71.077615
2780,19934,53201,23.9,20.5,2130,41.909112,-71.118346
2790,6239,80569,15.7,33.2,780,41.599176,-71.082371
2791,153,74009,24.2,38.5,16,41.527824,-71.079618
2802,324,51582,0,24.4,22,41.95213,-71.456233
2804,911,92961,4.8,43.3,152,41.434772,-71.769527
2806,6075,117408,7.7,37.2,696,41.734753,-71.319732
2807,443,76174,17.2,36.1,378,41.176783,-71.577054
2808,860,76848,12.7,28.2,46,41.408251,-71.749674
2809,8489,65890,18.3,25.0,1090,41.67573,-71.273331
2812,418,123047,0,62.9,42,41.478948,-71.652334
2813,3271,72648,14.6,26.7,380,41.394216,-71.669822
2814,2750,93468,12.7,45.1,612,41.895948,-71.700406
2815,87,214205,18.4,65.3,6,41.77463,-71.647954
2816,13152,67115,14.7,29.7,1116,41.696499,-71.622662
2817,2178,102616,2.5,47.6,310,41.637083,-71.678361
2818,7567,97800,12.4,30.2,1374,41.642919,-71.485719
2822,2442,80893,15.4,29.2,612,41.570323,-71.626992
2825,2081,79870,7.2,33.0,190,41.782067,-71.726833
2826,357,70760,11.5,13.8,24,41.982746,-71.653144
2827,808,87500,10.9,38.9,48,41.698748,-71.739118
2828,3002,79103,13.5,31.1,444,41.880158,-71.564405
2830,2203,67589,20.5,26.9,228,41.97493,-71.651187
2831,1170,91346,9.1,38.0,276,41.774762,-71.620289
2832,1923,85324,13.0,39.6,152,41.514717,-71.729622
2833,385,84770,20.6,31.0,30,41.49514,-71.769633
2835,2303,105201,9.1,39.6,304,41.510088,-71.378366
2836,60,-,0,39.7,8,41.454681,-71.620208
2837,1653,69620,13.4,29.0,444,41.518769,-71.167247
2838,1414,60278,21.3,21.5,88,41.958893,-71.475687
2839,714,49958,21.3,23.0,34,41.940757,-71.641513
2840,10531,65317,23.5,26.6,2150,41.478216,-71.322375
2841,0,-,0,0,64,41.511864,-71.332175
2842,6824,65851,16.5,24.4,1232,41.518673,-71.281685
2852,8928,83320,17.0,31.0,1596,41.588565,-71.459811
2857,3454,82621,11.4,35.9,334,41.822761,-71.633605
2858,217,-,0,54.1,20,41.964486,-71.651267
2859,2473,76146,13.1,26.6,184,41.959073,-71.757323
2860,17926,40455,34.3,12.6,3956,41.870562,-71.388681
2861,9831,55683,20.2,15.7,890,41.878603,-71.353131
2863,6310,30794,40.3,7.7,452,41.890064,-71.393481
2864,13495,81810,17.2,31.3,1502,41.966913,-71.428933
2865,6199,77817,13.0,29.0,1198,41.915455,-71.449815
2871,7121,91892,12.5,36.1,864,41.586609,-71.259211
2872,148,-,0,49.4,10,41.597055,-71.320666
2873,137,73991,0,47.8,12,41.533129,-71.780545
2874,2223,133655,4.8,50.6,190,41.511222,-71.480535
2875,207,100673,6.3,55.7,12,41.456486,-71.638865
2876,90,21667,60,31.1,80,41.994278,-71.58549
2878,6841,75716,14.0,29.9,642,41.607962,-71.182556
2879,8337,79537,15.7,34.5,4152,41.424019,-71.534277
2881,1062,80208,24.9,37.7,210,41.478083,-71.524717
2882,6025,65385,21.1,28.1,802,41.417567,-71.471851
2885,4957,55689,23.4,22.2,720,41.725138,-71.258805
2886,12509,70196,22.5,28.6,6756,41.703849,-71.455568
2888,8327,67579,17.1,26.8,1320,41.747671,-71.406118
2889,11312,70955,17.4,25.8,800,41.700591,-71.376927
2891,9253,62743,22.1,24.3,1454,41.362146,-71.790893
2892,1853,94176,3.4,41.4,226,41.49892,-71.599892
2893,13135,51740,24.9,19.8,1058,41.679006,-71.518688
2894,271,81417,20.6,59.7,28,41.444477,-71.703238
2895,17054,38340,34.3,13.7,1792,42.001706,-71.499949
2896,4446,81987,15.0,35.3,1272,41.975186,-71.544069
2898,599,82996,0,38.9,166,41.51764,-71.668521
2903,4802,30711,45.9,13.7,9954,41.81823,-71.409088
2904,12755,41054,29.8,15.5,3176,41.858334,-71.436294
2905,8796,41050,33.4,15.1,1054,41.784725,-71.396103
2906,10941,77411,20.4,24.3,1476,41.840169,-71.390408
2907,8865,35512,38.1,8.5,1082,41.798593,-71.42463
2908,12204,45042,27.2,16.3,2204,41.839825,-71.436794
2909,14790,33661,40.7,10.4,1324,41.821195,-71.453376
2910,8128,62941,15.7,22.1,1122,41.774999,-71.435594
2911,6655,57019,21.4,20.8,478,41.854888,-71.472812
2912,0,-,0,0,24,41.825593,-71.402239
2914,8807,47985,26.7,17.6,1544,41.815116,-71.365787
2915,7329,59301,24.1,20.9,668,41.772847,-71.354839
2916,3749,70184,16.2,31.3,396,41.842661,-71.352438
2917,4527,83010,12.8,33.0,1188,41.906288,-71.523811
2919,11992,60574,19.1,24.8,1938,41.82744,-71.519879
2920,14064,53159,22.1,19.4,2410,41.767344,-71.465508
2921,4489,103838,12.3,44.3,568,41.760748,-71.514647
3031,4081,125445,6.2,46.0,858,42.874824,-71.600533
3032,1984,114041,5.8,51.1,282,42.997287,-71.363518
3033,1750,127222,1.6,56.7,166,42.749263,-71.67567
3034,1534,95430,8.7,38.9,344,43.056895,-71.340635
3036,1694,122083,2.6,50.1,124,42.98453,-71.255104
3037,1611,92598,5.1,40.2,162,43.141274,-71.248197
3038,13154,68322,11.4,27.6,2628,42.887613,-71.282047
3042,2668,74268,13.3,35.7,392,43.054092,-71.084105
3043,639,93281,12.5,40.6,50,42.997,-71.817788
3044,1700,91486,4.6,40.5,116,43.000369,-71.119162
3045,5197,83556,10.4,37.3,528,43.021515,-71.563462
3046,977,102375,3.6,40.7,68,43.116395,-71.595437
3047,642,71429,15.7,26.0,64,42.936319,-71.867127
3048,1411,70529,16.0,27.4,116,42.742874,-71.761755
3049,3010,126379,6.3,44.4,310,42.749624,-71.585402
3051,8955,93181,8.3,37.4,1208,42.760497,-71.409393
3052,3101,93351,7.7,41.0,168,42.846081,-71.468283
3053,8883,97604,7.3,38.8,1422,42.869839,-71.387845
3054,9745,97400,8.4,39.8,1524,42.852034,-71.519876
3055,5989,73557,13.6,33.4,812,42.818645,-71.673354
3057,880,104327,5.9,42.8,44,42.908885,-71.694199
3060,11889,49469,22.2,15.2,5204,42.741087,-71.458266
3062,11100,88967,9.9,37.7,926,42.722323,-71.501176
3063,6650,79116,14.2,31.4,1234,42.7821,-71.518366
3064,5735,65988,21.4,28.4,518,42.77938,-71.47492
3070,1851,104754,3.9,43.7,216,42.981209,-71.67752
3071,1792,84477,6.9,34.0,222,42.746257,-71.874434
3076,4575,102577,5.8,41.4,584,42.730992,-71.337075
3077,4033,67303,13.4,31.0,350,43.038038,-71.205107
3079,11177,81202,13.8,31.4,5008,42.788267,-71.221725
3082,657,85139,6.2,31.3,48,42.896409,-71.768331
3084,519,79821,9.1,38.6,54,42.826723,-71.875416
3086,1557,74198,4.9,29.7,184,42.832231,-71.759615
3087,5093,117468,5.7,39.2,710,42.811092,-71.302688
3101,1663,29943,48.0,16.9,3252,42.989027,-71.466111
3102,13248,52677,21.3,16.9,822,43.011907,-71.491063
3103,13984,53778,22.1,17.5,6558,42.950906,-71.44656
3104,13628,62251,17.3,22.8,1096,43.009552,-71.439782
3106,5174,85952,11.2,33.4,926,43.082194,-71.446738
3109,4302,82075,10.4,31.6,584,42.963734,-71.40035
3110,7752,127945,6.2,43.8,1856,42.935584,-71.536871
