intensity,latitude,longitude
3853,41.007526,-74.205653
747,41.242216,-74.486108
3712,41.152077,-74.565125
2651,41.17374,-74.352613
2463,41.182049,-74.444452
1449,40.9995,-74.096583
9611,40.88283,-74.205688
9345,41.082067,-74.183061
2690,40.995809,-74.141262
994,41.035529,-74.449126
4319,41.031022,-74.240502
4295,41.029594,-74.520815
858,41.075676,-74.602012
1511,40.946468,-74.29304
4005,41.003095,-74.285455
4788,40.967407,-74.306967
5539,41.059136,-74.145931
3901,40.959471,-74.125202
3867,41.102332,-74.27317
1887,40.995812,-74.315119
1212,41.111743,-74.495128
6806,41.247022,-74.610522
2573,41.198457,-74.495575
3596,41.013369,-74.125215
2653,41.054895,-74.332905
18278,40.945855,-74.245077
5913,41.088533,-74.376499
5827,40.999093,-74.168849
0,41.10447,-74.163363
6933,40.956957,-74.158561
7407,40.955095,-74.183629
3371,40.903415,-74.219779
2891,40.874293,-74.029737
4406,40.862751,-74.075182
3281,40.863391,-73.988466
3578,40.902885,-74.063457
563,40.968782,-73.916896
8688,40.924204,-73.998287
2673,40.97289,-73.960315
2987,40.939786,-73.958581
6282,40.945239,-73.992428
2462,40.97499,-74.023248
10606,40.891197,-73.972515
1871,40.889721,-73.941981
1629,40.991681,-73.980202
1127,40.961713,-73.997437
3570,41.009092,-74.04376
2823,41.054594,-74.047298
5929,40.934161,-74.019453
1835,41.009337,-73.941997
2111,40.992046,-73.950551
2696,40.956651,-74.032858
8349,40.947299,-74.070169
3336,41.036183,-74.044293
4703,40.854705,-74.019926
4004,40.926766,-74.037468
1906,40.910694,-74.082895
5281,40.903099,-74.093591
13316,40.890317,-74.011478
4683,40.918309,-73.950523
9849,41.003484,-74.001753
3231,40.988306,-74.064693
9648,40.361667,-74.078076
1450,40.32645,-74.057373
0,40.315784,-74.039773
1889,40.36194,-74.038775
593,40.243948,-74.010475
16078,40.249708,-74.053706
3575,40.401089,-74.032981
911,40.191418,-74.015105
2397,40.419871,-74.085174
8385,40.168908,-74.073226
2169,40.201604,-74.012056
1119,40.438095,-74.231391
3306,40.280968,-74.168903
306,40.249701,-73.997458
8722,40.298625,-74.074178
15363,40.282353,-74.346564
2713,40.204387,-74.149275
19641,40.225793,-74.285785
5844,40.425495,-74.176063
12574,40.149537,-74.203987
2712,40.430451,-73.990424
5772,40.374964,-74.173849
1413,40.412472,-74.065304
2106,40.337907,-74.127066
2103,40.336952,-74.034535
5935,40.32349,-74.254572
11479,40.415316,-74.254364
9418,40.3963,-74.115274
1411,40.335895,-73.985608
6075,40.35965,-74.261462
15710,40.214893,-74.078907
2180,40.263635,-74.022877
1786,40.21182,-74.006944
2132,40.316313,-74.015897
1447,40.434236,-74.100665
3868,40.153409,-74.033732
2454,40.287904,-74.020019
1213,40.878088,-74.601176
38,40.931361,-74.811743
3529,40.966037,-74.754687
3336,40.971247,-74.975723
2228,41.193137,-74.778188
5838,40.883935,-74.750312
2412,40.719283,-74.794021
1486,40.96255,-75.053441
6918,40.887206,-74.490462
4230,40.842413,-74.703258
1247,40.88795,-74.911692
11522,40.854177,-74.835349
45,40.942135,-74.512095
4628,40.939227,-74.659506
13,40.96594,-74.877068
